country,cause,deaths,pct_of_total_deaths,deaths_per_100K
Guyana,Maternal and neonatal disorders,213.4065989,0.038397019,28.74928326
Mauritania,Musculoskeletal disorders,23.58419343,0.001176791,0.60257195
Mauritania,Other non-communicable diseases,708.6689109,0.035329516,18.10636472
Sri Lanka,Cardiovascular diseases,41866.93744,0.332325983,193.8603876
Sri Lanka,Unintentional injuries,5085.153038,0.040353592,23.54625868
Bahrain,Neglected tropical diseases and malaria,0.040005904,1.20E-05,0.0027208
Bahrain,Mental disorders,0.00653594,1.97E-06,0.000444509
Japan,Cardiovascular diseases,368091.2981,0.268342237,286.7575237
India,Self-harm and interpersonal violence,253936.763,0.025624749,18.3937458
Nepal,Neoplasms,18314.53708,0.100190143,61.27000131
Mauritania,Unintentional injuries,679.1762567,0.03387319,17.35283264
Brunei,Nutritional deficiencies,0.891483571,0.000475495,0.206146851
Brunei,Skin and subcutaneous diseases,4.492532084,0.002395965,1.038854079
Somalia,HIV/AIDS and sexually transmitted infections,4856.191895,0.033492336,28.76825076
Somalia,Respiratory infections and tuberculosis,25968.07385,0.178122534,153.8357784
Somalia,Enteric infections,11332.24701,0.077684555,67.13262794
Tanzania,Cardiovascular diseases,44174.8255,0.129147231,81.84594951
Bahrain,Substance use disorders,20.85353577,0.00626577,1.418248289
Bahrain,Diabetes and kidney diseases,661.849209,0.198981426,45.01234316
Japan,Unintentional injuries,33742.86366,0.024598729,26.28701106
Haiti,Transport injuries,4850.614326,0.054682256,41.02056575
Haiti,Unintentional injuries,3190.456485,0.036002546,26.98098039
Mauritania,Substance use disorders,68.8950055,0.003436314,1.760255145
Mauritania,Diabetes and kidney diseases,1001.518475,0.049961969,25.58861902
Niger,Chronic respiratory diseases,3053.440516,0.01769847,14.28446975
Niger,Nutritional deficiencies,2330.041322,0.013454067,10.90029578
Niger,Neoplasms,8177.463238,0.047458207,38.25544518
Sri Lanka,Self-harm and interpersonal violence,5291.948644,0.041964133,24.50380368
Uzbekistan,Chronic respiratory diseases,4238.507018,0.020647647,13.14800013
Haiti,Mental disorders,0.029568507,3.33E-07,0.000250054
Haiti,HIV/AIDS and sexually transmitted infections,4347.186655,0.049186592,36.76318998
Haiti,Respiratory infections and tuberculosis,7051.946554,0.079590071,59.63674245
Haiti,Enteric infections,3800.469889,0.042884775,32.13972797
Haiti,Other infectious diseases,2151.650521,0.024279647,18.19602956
Haiti,Maternal and neonatal disorders,5829.575241,0.065877794,49.29942032
Guyana,Substance use disorders,50.15999287,0.009019067,6.757353571
Guyana,Diabetes and kidney diseases,605.7827897,0.108968461,81.60863395
Haiti,Cardiovascular diseases,23977.58373,0.270419153,202.7730889
Norway,Chronic respiratory diseases,2639.160339,0.063787139,50.14385633
Norway,Digestive diseases,1388.398307,0.033557192,26.37946782
India,Chronic respiratory diseases,1271687.476,0.128330623,92.11386288
Haiti,Musculoskeletal disorders,198.9361451,0.00224277,1.682358702
Haiti,Other non-communicable diseases,4051.246715,0.045741734,34.26049178
Haiti,Skin and subcutaneous diseases,173.9375584,0.001960536,1.470951218
Niger,Neglected tropical diseases and malaria,31867.45249,0.184287112,149.0809003
Niger,Neurological disorders,2095.271735,0.012144923,9.802007133
Niger,Mental disorders,0.021951815,1.27E-07,0.000102694
Niger,Other infectious diseases,14013.04996,0.080916213,65.55522768
Niger,Maternal and neonatal disorders,19131.46629,0.110477795,89.49997554
Niger,Digestive diseases,4412.171457,0.025580839,20.64082447
Tanzania,Chronic respiratory diseases,6391.295782,0.018680945,11.84162395
Tanzania,Digestive diseases,12862.41224,0.037575228,23.83113756
Tanzania,Neglected tropical diseases and malaria,16600.89524,0.048425242,30.75770007
Netherlands,Chronic respiratory diseases,10108.8344,0.066480065,59.36212629
Netherlands,Self-harm and interpersonal violence,2213.87853,0.014557983,13.00056285
Norway,Neurological disorders,5333.293407,0.128903956,101.3321906
Norway,Mental disorders,0.771308947,1.86E-05,0.014654814
Philippines,Mental disorders,0.164087755,2.46E-07,0.000158584
Philippines,HIV/AIDS and sexually transmitted infections,5692.431132,0.008560165,5.50149518
Philippines,Respiratory infections and tuberculosis,97386.96644,0.146127463,94.12040551
Philippines,Enteric infections,7743.2623,0.011624373,7.483537216
Philippines,Other infectious diseases,7726.413621,0.011597859,7.467253676
Philippines,Maternal and neonatal disorders,26825.99079,0.040322552,25.9261914
Haiti,Chronic respiratory diseases,3134.360779,0.035369985,26.50659149
Haiti,Self-harm and interpersonal violence,3027.418405,0.034115888,25.60220363
Norway,Neglected tropical diseases and malaria,5.38539437,0.000130163,0.102322105
Bahrain,Digestive diseases,142.5144009,0.042844997,9.692399766
Bahrain,Neurological disorders,151.4146694,0.045532105,10.29770674
Brunei,Transport injuries,77.49179411,0.041331097,17.91921902
Brunei,Unintentional injuries,63.13495563,0.033671555,14.59934063
Somalia,Other infectious diseases,19635.76353,0.134696763,116.3229504
Somalia,Maternal and neonatal disorders,14628.23705,0.100201646,86.65818828
Somalia,Substance use disorders,200.4858668,0.001375503,1.187685292
Somalia,Diabetes and kidney diseases,4683.898151,0.032168772,27.74757658
India,Musculoskeletal disorders,35118.4449,0.003543921,2.543781927
Brunei,Digestive diseases,53.46677665,0.028515648,12.36366885
Brunei,Neurological disorders,76.89339422,0.041017126,17.78084491
Brunei,Mental disorders,0.244202986,0.000130226,0.056469551
Brunei,Musculoskeletal disorders,3.998611342,0.002132778,0.924639741
Brunei,Other non-communicable diseases,69.78546309,0.037215224,16.13720539
Japan,Nutritional deficiencies,1238.028966,0.000902518,0.964473005
Thailand,Neoplasms,102596.3628,0.219558717,145.2670006
Norway,Cardiovascular diseases,12885.81995,0.311445309,244.8296509
Uzbekistan,Self-harm and interpersonal violence,3864.785391,0.018817421,11.9887023
Uzbekistan,Digestive diseases,12836.56042,0.062520868,39.81946884
Uzbekistan,Neurological disorders,6767.123282,0.032976656,20.99185809
Uzbekistan,Mental disorders,1.332190798,6.48E-06,0.004132503
Nepal,Neglected tropical diseases and malaria,973.3241259,0.005324542,3.256187706
Nepal,Digestive diseases,9756.220883,0.053370169,32.63875378
Jamaica,Nutritional deficiencies,61.16753482,0.003020053,2.200853686
Niger,Cardiovascular diseases,13967.4704,0.080995869,65.34199942
Tanzania,Neurological disorders,8773.27191,0.025645172,16.25488639
Philippines,Substance use disorders,2015.262199,0.00302087,1.947666123
Philippines,Diabetes and kidney diseases,60260.17759,0.090380228,58.23892619
Sri Lanka,Chronic respiratory diseases,12266.74306,0.097393215,56.79984518
Bahrain,Skin and subcutaneous diseases,25.61073752,0.007700062,1.741785425
Bahrain,Transport injuries,131.8207944,0.039616548,8.965127933
Bahrain,Unintentional injuries,76.78294668,0.023079476,5.222005704
Egypt,Neglected tropical diseases and malaria,409.0093133,0.000818963,0.423914095
Tanzania,Self-harm and interpersonal violence,5957.009644,0.017399614,11.03699007
Norway,HIV/AIDS and sexually transmitted infections,20.65574485,0.000499269,0.392457664
Norway,Respiratory infections and tuberculosis,1881.592831,0.045477608,35.75012826
Norway,Enteric infections,320.7677263,0.007752885,6.094563693
Norway,Other infectious diseases,118.3137798,0.002859655,2.247953293
Norway,Maternal and neonatal disorders,58.75040135,0.001420074,1.116253394
Jamaica,Neglected tropical diseases and malaria,1.138429552,5.63E-05,0.040961547
Niger,HIV/AIDS and sexually transmitted infections,2248.760502,0.013040154,10.52005146
Niger,Respiratory infections and tuberculosis,25545.50328,0.147703092,119.5058384
Niger,Enteric infections,25483.29063,0.147201584,119.214798
Tanzania,Mental disorders,0.313669387,9.16E-07,0.000581158
India,Digestive diseases,419545.0963,0.042339113,30.38947871
India,Neurological disorders,263359.2548,0.02657703,19.07625792
Niger,Substance use disorders,197.6671286,0.001146194,0.924717578
Niger,Diabetes and kidney diseases,3464.634097,0.0200805,16.20809729
Uganda,Neoplasms,20659.4702,0.088828327,52.86674986
Bahrain,HIV/AIDS and sexually transmitted infections,11.98695486,0.003609273,0.81523241
Bahrain,Respiratory infections and tuberculosis,104.1233841,0.031308792,7.081427966
Bahrain,Enteric infections,12.20271799,0.003669441,0.829906453
Bahrain,Other infectious diseases,15.52475009,0.004668365,1.055837749
Bahrain,Maternal and neonatal disorders,57.42095801,0.017283375,3.905197485
Egypt,Nutritional deficiencies,856.7131219,0.00171529,0.887932757
Thailand,Skin and subcutaneous diseases,3122.554517,0.006682952,4.421249608
Thailand,Transport injuries,20100.1279,0.043005406,28.45992988
Thailand,Unintentional injuries,15082.18736,0.032275385,21.35498823
Japan,Self-harm and interpersonal violence,29549.40727,0.021541201,23.02014446
South Korea,Neoplasms,92548.47497,0.308876576,175.7113582
Japan,Neglected tropical diseases and malaria,15.28376975,1.11E-05,0.011906655
Japan,Neoplasms,414698.0782,0.302314737,323.066029
Japan,Musculoskeletal disorders,3531.117291,0.002574163,2.750878533
Japan,Other non-communicable diseases,15158.43807,0.011050787,11.80901637
Japan,Skin and subcutaneous diseases,1820.7265,0.001327287,1.418417184
Niger,Musculoskeletal disorders,87.04976176,0.00050522,0.407232328
Niger,Other non-communicable diseases,6221.910497,0.035941035,29.10706523
Niger,Skin and subcutaneous diseases,139.8681089,0.00080976,0.654324772
Niger,Transport injuries,2830.617986,0.016380281,13.24207129
Albania,Digestive diseases,489.4959306,0.022484276,17.69585476
Albania,Neurological disorders,1709.026289,0.078588443,61.78331443
Albania,Mental disorders,0.038354215,1.76E-06,0.00138655
Nepal,Neurological disorders,5677.593322,0.031083939,18.99399089
Nepal,Mental disorders,0.113647733,6.23E-07,0.000380201
Brunei,HIV/AIDS and sexually transmitted infections,5.086569808,0.002715623,1.176219489
Brunei,Respiratory infections and tuberculosis,109.1372313,0.058205045,25.23691668
Brunei,Enteric infections,2.747259783,0.001465006,0.635276939
Brunei,Other infectious diseases,18.09255781,0.009648649,4.183726933
Brunei,Maternal and neonatal disorders,24.76274117,0.013201656,5.726141558
Brunei,Substance use disorders,4.594835821,0.002450619,1.062510817
Brunei,Diabetes and kidney diseases,238.8318236,0.127378169,55.22752191
Timor-Leste,Nutritional deficiencies,42.88791839,0.005964898,3.331135712
Portugal,Cardiovascular diseases,36943.48804,0.324766017,345.8573835
Jamaica,Cardiovascular diseases,6278.724576,0.309909305,225.9132098
Nepal,Transport injuries,7523.715241,0.041149952,25.17006249
Nepal,Unintentional injuries,6465.399987,0.035379282,21.62954292
Nigeria,Cardiovascular diseases,122519.4644,0.077282667,59.45008734
Niger,Unintentional injuries,5506.849696,0.031850027,25.76189957
Niger,Self-harm and interpersonal violence,2126.811132,0.012328532,9.949553338
South Korea,Skin and subcutaneous diseases,454.1323956,0.001516098,0.862209994
Egypt,Musculoskeletal disorders,212.4410081,0.000425199,0.220182609
Egypt,Other non-communicable diseases,14137.09203,0.028302444,14.65226432
Nigeria,Chronic respiratory diseases,19051.59461,0.012014311,9.244400221
Nigeria,Digestive diseases,71075.85938,0.044766014,34.48812048
Jamaica,Neoplasms,3974.731614,0.196141828,143.0138185
Jamaica,Musculoskeletal disorders,63.99743513,0.003155242,2.302675617
Jamaica,Other non-communicable diseases,462.3683037,0.022827153,16.63635764
Sri Lanka,Digestive diseases,5245.755936,0.041608592,24.28991327
Tanzania,Musculoskeletal disorders,516.2876389,0.001508872,0.956564096
Egypt,Digestive diseases,50100.6199,0.100268444,51.92634551
Egypt,Neurological disorders,12917.56458,0.025866778,13.38829585
Egypt,Mental disorders,0.597186335,1.19E-06,0.000618949
Uzbekistan,HIV/AIDS and sexually transmitted infections,620.1471174,0.003027551,1.923718505
Uzbekistan,Respiratory infections and tuberculosis,12376.44827,0.060324929,38.39218452
Uzbekistan,Enteric infections,244.3527598,0.001191451,0.757990987
Uzbekistan,Other infectious diseases,1542.253033,0.007516011,4.784123985
Uzbekistan,Maternal and neonatal disorders,5528.536392,0.026966581,17.14971732
Uzbekistan,Substance use disorders,653.2807342,0.003180188,2.026500167
Uzbekistan,Diabetes and kidney diseases,10140.14321,0.049385107,31.45508636
Norway,Substance use disorders,535.3481512,0.012938971,10.17157631
Norway,Diabetes and kidney diseases,1181.30915,0.028551819,22.44478875
Uganda,Transport injuries,6440.777949,0.027699857,16.48169065
Tanzania,HIV/AIDS and sexually transmitted infections,32676.44837,0.095462861,60.54206017
Tanzania,Respiratory infections and tuberculosis,54275.72274,0.158434923,100.560625
Tanzania,Enteric infections,17036.36509,0.049739029,31.5645271
Tanzania,Other infectious diseases,11978.40379,0.03491491,22.19327006
Tanzania,Maternal and neonatal disorders,39438.93576,0.114871937,73.07141813
Tanzania,Substance use disorders,888.8197166,0.002596761,1.646781687
Tanzania,Diabetes and kidney diseases,12939.06628,0.037822379,23.97316014
Uganda,Cardiovascular diseases,22888.25698,0.09845158,58.57012522
Norway,Self-harm and interpersonal violence,621.9709949,0.015032616,11.8174041
Portugal,Neoplasms,29599.8127,0.260199221,277.1073961
Jamaica,Mental disorders,0.031602343,1.56E-06,0.001137076
Albania,Neoplasms,4344.97258,0.199578456,157.0758793
Egypt,Cardiovascular diseases,232674.6098,0.465828703,241.1535466
Egypt,Chronic respiratory diseases,19990.46365,0.040026903,20.71893969
Japan,Chronic respiratory diseases,53738.77211,0.039176012,41.86460614
Nigeria,Nutritional deficiencies,25758.84853,0.016300812,12.49895927
Nigeria,Neoplasms,96555.20311,0.060867704,46.85145571
Portugal,Chronic respiratory diseases,6597.615896,0.0580019,61.76553142
Portugal,Self-harm and interpersonal violence,1501.428885,0.013197924,14.05607032
Timor-Leste,Neoplasms,834.3412316,0.115980724,64.80388831
Timor-Leste,Musculoskeletal disorders,7.698733244,0.001070617,0.597966192
Timor-Leste,Other non-communicable diseases,270.452699,0.037615315,21.00625719
Jamaica,Self-harm and interpersonal violence,1000.441187,0.049337437,35.99662274
India,HIV/AIDS and sexually transmitted infections,70528.03026,0.007117218,5.108652426
India,Respiratory infections and tuberculosis,958303.1731,0.096706123,69.41407284
India,Enteric infections,794110.6276,0.080127052,57.52089161
India,Other infectious diseases,226660.3878,0.022873394,16.41799914
India,Maternal and neonatal disorders,468099.8801,0.047239334,33.90651319
India,Substance use disorders,39980.37156,0.004034603,2.895952452
India,Diabetes and kidney diseases,479179.3125,0.048356251,34.70904473
Japan,Neurological disorders,219526.9883,0.160037252,171.0201135
Japan,Mental disorders,49.756861,3.63E-05,0.038762542
Japan,Transport injuries,8389.758007,0.00611608,6.535949758
South Korea,Neglected tropical diseases and malaria,70.01435565,0.000233711,0.132928366
Portugal,Digestive diseases,5110.856727,0.044928199,47.84679598
Nigeria,Neglected tropical diseases and malaria,159886.6363,0.101013719,77.58175033
Nigeria,Self-harm and interpersonal violence,19819.11442,0.012518384,9.616823659
Egypt,HIV/AIDS and sexually transmitted infections,112.7129033,0.000225869,0.116820294
Egypt,Respiratory infections and tuberculosis,24118.61315,0.048292774,24.99752383
Egypt,Enteric infections,7774.905526,0.015568082,8.058232243
Egypt,Other infectious diseases,4335.379836,0.008680582,4.493366185
Egypt,Maternal and neonatal disorders,10729.71269,0.021493474,11.12071606
Egypt,Substance use disorders,312.7247655,0.000625771,0.324120824
Albania,HIV/AIDS and sexually transmitted infections,2.487112049,0.00011484,0.089912032
Albania,Respiratory infections and tuberculosis,404.6314784,0.018615539,14.6279048
Albania,Enteric infections,9.977944711,0.000459362,0.36071446
Albania,Other infectious diseases,68.80776174,0.003166218,2.487481676
Albania,Maternal and neonatal disorders,187.1607821,0.008663008,6.76608284
Albania,Substance use disorders,38.45432087,0.001765051,1.390169017
Albania,Diabetes and kidney diseases,498.6900915,0.022913831,18.02823451
Pakistan,Nutritional deficiencies,5648.260225,0.003988693,2.635833512
Pakistan,Neoplasms,170986.7018,0.120704845,79.79315062
Haiti,Substance use disorders,377.1365246,0.004253855,3.189359648
Haiti,Diabetes and kidney diseases,6099.037666,0.068758508,51.57820407
Jamaica,Chronic respiratory diseases,694.9345773,0.034301554,25.00426624
Nepal,HIV/AIDS and sexually transmitted infections,3202.636269,0.01751754,10.71419537
